trip_scheduledArrival,trip_realtimeArrival,trip_arrivalDelay,trip_scheduledDeparture,trip_realtimeDeparture,trip_departureDelay,trip_realtime,trip_realtimeState,trip_serviceDay,trip_trip.gtfsId,trip_trip.route.shortName,stop_gtfsId,stop_name
46380,46285,-95,46380,46309,-71,True,UPDATED,1631912400,HSL:1002_20210917_La_1_1223,2,HSL:1171408,Kyllikinportti
47100,47100,0,47100,47100,0,True,UPDATED,1631912400,HSL:1002_20210917_La_1_1235,2,HSL:1171408,Kyllikinportti
47820,47820,0,47820,47820,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_1_1247,2,HSL:1171408,Kyllikinportti
48540,48540,0,48540,48540,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_1_1259,2,HSL:1171408,Kyllikinportti
45780,45780,0,45780,45780,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1241,2,HSL:1171409,Esterinportti
46500,46500,0,46500,46500,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1253,2,HSL:1171409,Esterinportti
47220,47220,0,47220,47220,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1305,2,HSL:1171409,Esterinportti
47940,47940,0,47940,47940,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1317,2,HSL:1171409,Esterinportti
48660,48660,0,48660,48660,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1329,2,HSL:1171409,Esterinportti
45660,45622,-38,45660,45639,-21,True,UPDATED,1631912400,HSL:9978_20210917_La_1_1233,978,HSL:9050235,Moukaritie
47460,47460,0,47460,47460,0,False,SCHEDULED,1631912400,HSL:9978_20210917_La_1_1303,978,HSL:9050235,Moukaritie
49440,49440,0,49440,49440,0,False,SCHEDULED,1631912400,HSL:9978K_20210917_La_1_1333,978K,HSL:9050235,Moukaritie
51060,51060,0,51060,51060,0,False,SCHEDULED,1631912400,HSL:9978_20210917_La_1_1403,978,HSL:9050235,Moukaritie
53040,53040,0,53040,53040,0,False,SCHEDULED,1631912400,HSL:9978K_20210917_La_1_1433,978K,HSL:9050235,Moukaritie
45720,45617,-103,45720,45617,-103,True,UPDATED,1631912400,HSL:1002_20210917_La_1_1211,2,HSL:1171410,Esterinportti
46440,46435,-5,46440,46435,-5,True,UPDATED,1631912400,HSL:1002_20210917_La_1_1223,2,HSL:1171410,Esterinportti
47160,47160,0,47160,47160,0,True,UPDATED,1631912400,HSL:1002_20210917_La_1_1235,2,HSL:1171410,Esterinportti
47880,47880,0,47880,47880,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_1_1247,2,HSL:1171410,Esterinportti
48600,48600,0,48600,48600,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_1_1259,2,HSL:1171410,Esterinportti
45720,45793,73,45720,45806,86,True,UPDATED,1631912400,HSL:4560_20210917_La_1_1146,560,HSL:4160299,Silvola
46320,46319,-1,46320,46332,12,True,UPDATED,1631912400,HSL:4560_20210917_La_1_1156,560,HSL:4160299,Silvola
46920,46950,30,46920,46962,42,True,UPDATED,1631912400,HSL:4560_20210917_La_1_1206,560,HSL:4160299,Silvola
47520,47520,0,47520,47520,0,False,SCHEDULED,1631912400,HSL:4560_20210917_La_1_1216,560,HSL:4160299,Silvola
48120,48158,38,48120,48168,48,True,UPDATED,1631912400,HSL:4560_20210917_La_1_1226,560,HSL:4160299,Silvola
45480,45489,9,45480,45489,9,True,UPDATED,1631912400,HSL:3001I_20210917_La_1_1216,I,HSL:4600501,Hiekkaharju
45780,45803,23,45780,45803,23,True,UPDATED,1631912400,HSL:3001K_20210917_La_1_1221,K,HSL:4600501,Hiekkaharju
46080,46125,45,46080,46125,45,True,UPDATED,1631912400,HSL:3001I_20210917_La_1_1226,I,HSL:4600501,Hiekkaharju
46380,46389,9,46380,46389,9,True,UPDATED,1631912400,HSL:3001K_20210917_La_1_1231,K,HSL:4600501,Hiekkaharju
46680,46680,0,46680,46680,0,False,SCHEDULED,1631912400,HSL:3001I_20210917_La_1_1236,I,HSL:4600501,Hiekkaharju
45480,45457,-23,45480,45470,-10,True,UPDATED,1631912400,HSL:1500_20210917_La_2_1206,500,HSL:1434101,Kipparlahti
45960,46321,361,45960,46327,367,True,UPDATED,1631912400,HSL:2510_20210917_La_2_1202,510,HSL:1434101,Kipparlahti
46380,46446,66,46380,46468,88,True,UPDATED,1631912400,HSL:1500_20210917_La_2_1221,500,HSL:1434101,Kipparlahti
46860,46956,96,46860,46970,110,True,UPDATED,1631912400,HSL:2510_20210917_La_2_1217,510,HSL:1434101,Kipparlahti
47280,47280,0,47280,47280,0,False,SCHEDULED,1631912400,HSL:1500_20210917_La_2_1236,500,HSL:1434101,Kipparlahti
45900,45957,57,45900,45963,63,True,UPDATED,1631912400,HSL:1081_20210917_La_2_1223,81,HSL:1434114,Herttoniemenranta
46800,46800,0,46800,46800,0,True,UPDATED,1631912400,HSL:1081_20210917_La_2_1238,81,HSL:1434114,Herttoniemenranta
47700,47700,0,47700,47700,0,False,SCHEDULED,1631912400,HSL:1081_20210917_La_2_1253,81,HSL:1434114,Herttoniemenranta
48600,48600,0,48600,48600,0,False,SCHEDULED,1631912400,HSL:1081_20210917_La_2_1308,81,HSL:1434114,Herttoniemenranta
49500,49500,0,49500,49500,0,False,SCHEDULED,1631912400,HSL:1081_20210917_La_2_1323,81,HSL:1434114,Herttoniemenranta
45060,45423,363,45060,45425,365,True,UPDATED,1631912400,HSL:4415_20210917_La_1_1202,415,HSL:4400299,Kuninkaantie
45660,45649,-11,45660,45650,-10,True,UPDATED,1631912400,HSL:4571_20210917_La_2_1211,571,HSL:4400299,Kuninkaantie
47460,47460,0,47460,47460,0,False,SCHEDULED,1631912400,HSL:4571_20210917_La_2_1241,571,HSL:4400299,Kuninkaantie
48780,48780,0,48780,48780,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1302,415,HSL:4400299,Kuninkaantie
49260,49260,0,49260,49260,0,False,SCHEDULED,1631912400,HSL:4571_20210917_La_2_1311,571,HSL:4400299,Kuninkaantie
46980,47023,43,46980,47024,44,True,UPDATED,1631912400,HSL:4571_20210917_La_1_1228,571,HSL:4400298,Kuninkaantie
47940,47940,0,47940,47940,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1302,415,HSL:4400298,Kuninkaantie
48780,48780,0,48780,48780,0,False,SCHEDULED,1631912400,HSL:4571_20210917_La_1_1258,571,HSL:4400298,Kuninkaantie
50580,50580,0,50580,50580,0,False,SCHEDULED,1631912400,HSL:4571_20210917_La_1_1328,571,HSL:4400298,Kuninkaantie
51540,51540,0,51540,51540,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1401,415,HSL:4400298,Kuninkaantie
46800,46800,0,46800,46800,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_2_1254,145,HSL:2415202,Suinonsalmi
48600,48600,0,48600,48600,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_2_1324,145,HSL:2415202,Suinonsalmi
50400,50400,0,50400,50400,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_2_1354,145,HSL:2415202,Suinonsalmi
52200,52200,0,52200,52200,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_2_1424,145,HSL:2415202,Suinonsalmi
54000,54000,0,54000,54000,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_2_1454,145,HSL:2415202,Suinonsalmi
45720,45836,116,45720,45839,119,True,UPDATED,1631912400,HSL:2145_20210917_La_1_1222,145,HSL:2415201,Suinonsalmi
47520,47520,0,47520,47520,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_1_1252,145,HSL:2415201,Suinonsalmi
49320,49320,0,49320,49320,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_1_1322,145,HSL:2415201,Suinonsalmi
51120,51120,0,51120,51120,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_1_1352,145,HSL:2415201,Suinonsalmi
52920,52920,0,52920,52920,0,False,SCHEDULED,1631912400,HSL:2145_20210917_La_1_1422,145,HSL:2415201,Suinonsalmi
45240,45269,29,45240,45309,69,True,UPDATED,1631912400,HSL:1088_20210917_La_1_1233,88,HSL:1434112,Laivalahdenportti
45540,45540,0,45540,45540,0,False,SCHEDULED,1631912400,HSL:1084_20210917_La_1_1238,84,HSL:1434112,Laivalahdenportti
45480,45553,73,45480,45584,104,True,UPDATED,1631912400,HSL:1081_20210917_La_2_1223,81,HSL:1434112,Laivalahdenportti
45600,45600,0,45600,45600,0,False,SCHEDULED,1631912400,HSL:1080_20210917_La_1_1238,80,HSL:1434112,Laivalahdenportti
45720,45720,0,45720,45720,0,False,SCHEDULED,1631912400,HSL:1086_20210917_La_1_1241,86,HSL:1434112,Laivalahdenportti
45300,45291,-9,45300,45321,21,True,UPDATED,1631912400,HSL:1002_20210917_La_2_1229,2,HSL:1171457,Eläintarha
46020,46020,0,46020,46020,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1241,2,HSL:1171457,Eläintarha
46740,46740,0,46740,46740,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1253,2,HSL:1171457,Eläintarha
47460,47460,0,47460,47460,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1305,2,HSL:1171457,Eläintarha
48180,48180,0,48180,48180,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_2_1317,2,HSL:1171457,Eläintarha
45420,45327,-93,45420,45340,-80,True,UPDATED,1631912400,HSL:1002_20210917_La_1_1211,2,HSL:1171458,Eläintarha
46140,46094,-46,46140,46105,-35,True,UPDATED,1631912400,HSL:1002_20210917_La_1_1223,2,HSL:1171458,Eläintarha
46860,46860,0,46860,46860,0,True,UPDATED,1631912400,HSL:1002_20210917_La_1_1235,2,HSL:1171458,Eläintarha
47580,47580,0,47580,47580,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_1_1247,2,HSL:1171458,Eläintarha
48300,48300,0,48300,48300,0,False,SCHEDULED,1631912400,HSL:1002_20210917_La_1_1259,2,HSL:1171458,Eläintarha
45300,45347,47,45300,45367,67,True,UPDATED,1631912400,HSL:31M2_20210917_La_2_1211,M2,HSL:1201602,Ruoholahti
45540,45531,-9,45540,45551,11,True,UPDATED,1631912400,HSL:31M1_20210917_La_2_1215,M1,HSL:1201602,Ruoholahti
45780,45807,27,45780,45827,47,True,UPDATED,1631912400,HSL:31M2_20210917_La_2_1219,M2,HSL:1201602,Ruoholahti
45960,45983,23,45960,46003,43,True,UPDATED,1631912400,HSL:31M1_20210917_La_2_1222,M1,HSL:1201602,Ruoholahti
46200,46271,71,46200,46291,91,True,UPDATED,1631912400,HSL:31M2_20210917_La_2_1226,M2,HSL:1201602,Ruoholahti
45480,45501,21,45480,45521,41,True,UPDATED,1631912400,HSL:31M1_20210917_La_1_1221,M1,HSL:1201601,Ruoholahti
45720,45729,9,45720,45749,29,True,UPDATED,1631912400,HSL:31M2_20210917_La_1_1231,M2,HSL:1201601,Ruoholahti
45960,45947,-13,45960,45967,7,True,UPDATED,1631912400,HSL:31M1_20210917_La_1_1229,M1,HSL:1201601,Ruoholahti
46140,45997,-143,46140,46017,-123,True,UPDATED,1631912400,HSL:31M2_20210917_La_1_1238,M2,HSL:1201601,Ruoholahti
46380,46294,-86,46380,46314,-66,True,UPDATED,1631912400,HSL:31M1_20210917_La_1_1236,M1,HSL:1201601,Ruoholahti
45420,45610,190,45420,45610,190,True,UPDATED,1631912400,HSL:2550_20210917_La_2_1129,550,HSL:1453214,Itäkeskus (M)
45780,45776,-4,45780,45801,21,True,UPDATED,1631912400,HSL:1554_20210917_La_2_1210,554,HSL:1453214,Itäkeskus (M)
46020,46292,272,46020,46292,272,True,UPDATED,1631912400,HSL:2550_20210917_La_2_1139,550,HSL:1453214,Itäkeskus (M)
46440,46570,130,46440,46570,130,True,UPDATED,1631912400,HSL:4561_20210917_La_2_1205,561,HSL:1453214,Itäkeskus (M)
46980,47034,54,46980,47037,57,True,UPDATED,1631912400,HSL:1554_20210917_La_2_1230,554,HSL:1453214,Itäkeskus (M)
54420,54420,0,54420,54420,0,False,SCHEDULED,1631912400,HSL:9787K_20210917_La_1_1410,787K,HSL:9229203,Jokitörmä
57120,57120,0,57120,57120,0,False,SCHEDULED,1631912400,HSL:9787B_20210917_La_2_1535,787B,HSL:9229204,Jokitörmä
57120,57120,0,57120,57120,0,False,SCHEDULED,1631912400,HSL:9787B_20210917_La_2_1535,787B,HSL:9229205,Björkbacka
54420,54420,0,54420,54420,0,False,SCHEDULED,1631912400,HSL:9787K_20210917_La_1_1410,787K,HSL:9229206,Björkbacka
48420,48420,0,48420,48420,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1302,415,HSL:4160220,Vetokuja
52020,52020,0,52020,52020,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1402,415,HSL:4160220,Vetokuja
55680,55680,0,55680,55680,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1502,415,HSL:4160220,Vetokuja
59280,59280,0,59280,59280,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1602,415,HSL:4160220,Vetokuja
62820,62820,0,62820,62820,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1702,415,HSL:4160220,Vetokuja
57120,57120,0,57120,57120,0,False,SCHEDULED,1631912400,HSL:9787B_20210917_La_2_1535,787B,HSL:9229207,Lindnäs
54480,54480,0,54480,54480,0,False,SCHEDULED,1631912400,HSL:9787K_20210917_La_1_1410,787K,HSL:9229208,Lindnäs
48300,48300,0,48300,48300,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1302,415,HSL:4160221,Vetokuja
51900,51900,0,51900,51900,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1401,415,HSL:4160221,Vetokuja
55500,55500,0,55500,55500,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1501,415,HSL:4160221,Vetokuja
59100,59100,0,59100,59100,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1601,415,HSL:4160221,Vetokuja
62700,62700,0,62700,62700,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1702,415,HSL:4160221,Vetokuja
45840,45840,0,45840,45840,0,True,UPDATED,1631912400,HSL:1030_20210917_La_2_1236,30,HSL:4160224,Vaskipellontie
46740,46740,0,46740,46740,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1251,30,HSL:4160224,Vaskipellontie
47700,47700,0,47700,47700,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1307,30,HSL:4160224,Vaskipellontie
48600,48600,0,48600,48600,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1322,30,HSL:4160224,Vaskipellontie
49500,49500,0,49500,49500,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1337,30,HSL:4160224,Vaskipellontie
46560,46584,24,46560,46588,28,True,UPDATED,1631912400,HSL:2436_20210917_La_1_1232,436,HSL:4160226,Ojahaka
50160,50160,0,50160,50160,0,False,SCHEDULED,1631912400,HSL:2436_20210917_La_1_1332,436,HSL:4160226,Ojahaka
53880,53880,0,53880,53880,0,False,SCHEDULED,1631912400,HSL:2436_20210917_La_1_1432,436,HSL:4160226,Ojahaka
57480,57480,0,57480,57480,0,False,SCHEDULED,1631912400,HSL:2436_20210917_La_1_1532,436,HSL:4160226,Ojahaka
61020,61020,0,61020,61020,0,False,SCHEDULED,1631912400,HSL:2436_20210917_La_1_1632,436,HSL:4160226,Ojahaka
47460,45477,-1983,47460,45477,-1983,True,UPDATED,1631912400,HSL:1030_20210917_La_1_1222,30,HSL:4160225,Vaskipellontie
45600,45696,96,45600,45696,96,True,UPDATED,1631912400,HSL:1030_20210917_La_1_1152,30,HSL:4160225,Vaskipellontie
46560,46754,194,46560,46814,254,True,UPDATED,1631912400,HSL:1030_20210917_La_1_1207,30,HSL:4160225,Vaskipellontie
48360,48360,0,48360,48360,0,True,UPDATED,1631912400,HSL:1030_20210917_La_1_1237,30,HSL:4160225,Vaskipellontie
49260,49260,0,49260,49260,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_1_1252,30,HSL:4160225,Vaskipellontie
46080,46205,125,46080,46207,127,True,UPDATED,1631912400,HSL:2543_20210917_La_2_1222,543,HSL:2241280,Juhannusmäki
47280,47280,0,47280,47280,0,False,SCHEDULED,1631912400,HSL:2115_20210917_La_1_1300,115,HSL:2241280,Juhannusmäki
47880,47880,0,47880,47880,0,False,SCHEDULED,1631912400,HSL:2543_20210917_La_2_1252,543,HSL:2241280,Juhannusmäki
49680,49680,0,49680,49680,0,False,SCHEDULED,1631912400,HSL:2543_20210917_La_2_1322,543,HSL:2241280,Juhannusmäki
49920,49920,0,49920,49920,0,False,SCHEDULED,1631912400,HSL:2115_20210917_La_1_1344,115,HSL:2241280,Juhannusmäki
45960,45979,19,45960,46031,71,True,UPDATED,1631912400,HSL:9985_20210917_La_1_1228,985,HSL:9217220,Semtu
49980,49980,0,49980,49980,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_1_1335,985,HSL:9217220,Semtu
53580,53580,0,53580,53580,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_1_1435,985,HSL:9217220,Semtu
57180,57180,0,57180,57180,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_1_1535,985,HSL:9217220,Semtu
60780,60780,0,60780,60780,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_1_1635,985,HSL:9217220,Semtu
45540,45645,105,45540,45645,105,True,UPDATED,1631912400,HSL:4561_20210917_La_1_1223,561,HSL:1381120,Malmin tori
45600,45722,122,45600,45728,128,True,UPDATED,1631912400,HSL:1073_20210917_La_1_1213,73,HSL:1381120,Malmin tori
45780,45854,74,45780,45891,111,True,UPDATED,1631912400,HSL:1079_20210917_La_1_1211,79,HSL:1381120,Malmin tori
46020,46028,8,46020,46069,49,True,UPDATED,1631912400,HSL:1069_20210917_La_2_1222,69,HSL:1381120,Malmin tori
46080,46171,91,46080,46195,115,True,UPDATED,1631912400,HSL:1554_20210917_La_1_1233,554,HSL:1381120,Malmin tori
48300,48300,0,48300,48300,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1302,415,HSL:4160217,Volvo
51900,51900,0,51900,51900,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1402,415,HSL:4160217,Volvo
55560,55560,0,55560,55560,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1502,415,HSL:4160217,Volvo
59160,59160,0,59160,59160,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1602,415,HSL:4160217,Volvo
62700,62700,0,62700,62700,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1702,415,HSL:4160217,Volvo
45300,45325,25,45300,45346,46,True,UPDATED,1631912400,HSL:1079_20210917_La_2_1218,79,HSL:1381121,Malmin tori
45300,45332,32,45300,45354,54,True,UPDATED,1631912400,HSL:4561_20210917_La_2_1205,561,HSL:1381121,Malmin tori
45540,45615,75,45540,45615,75,True,UPDATED,1631912400,HSL:1073_20210917_La_2_1221,73,HSL:1381121,Malmin tori
45900,45948,48,45900,45998,98,True,UPDATED,1631912400,HSL:1079_20210917_La_2_1228,79,HSL:1381121,Malmin tori
45960,45976,16,45960,45998,38,True,UPDATED,1631912400,HSL:1554_20210917_La_2_1230,554,HSL:1381121,Malmin tori
45420,45535,115,45420,45545,125,True,UPDATED,1631912400,HSL:4421_20210917_La_2_1225,421,HSL:4160216,Kaivosrinteenpolku
46800,46800,0,46800,46800,0,False,SCHEDULED,1631912400,HSL:7465_20210917_La_2_1245,465,HSL:4160216,Kaivosrinteenpolku
47160,47160,0,47160,47160,0,False,SCHEDULED,1631912400,HSL:4421_20210917_La_2_1254,421,HSL:4160216,Kaivosrinteenpolku
47760,47760,0,47760,47760,0,False,SCHEDULED,1631912400,HSL:7455A_20210917_La_2_1303,455A,HSL:4160216,Kaivosrinteenpolku
48960,48960,0,48960,48960,0,False,SCHEDULED,1631912400,HSL:4421_20210917_La_2_1324,421,HSL:4160216,Kaivosrinteenpolku
45840,45908,68,45840,45960,120,True,UPDATED,1631912400,HSL:9985_20210917_La_1_1228,985,HSL:9217222,Mårtensby skola
49860,49860,0,49860,49860,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_1_1335,985,HSL:9217222,Mårtensby skola
53460,53460,0,53460,53460,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_1_1435,985,HSL:9217222,Mårtensby skola
57060,57060,0,57060,57060,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_1_1535,985,HSL:9217222,Mårtensby skola
60660,60660,0,60660,60660,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_1_1635,985,HSL:9217222,Mårtensby skola
48360,48360,0,48360,48360,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1302,415,HSL:4160219,Silvola
51960,51960,0,51960,51960,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1402,415,HSL:4160219,Silvola
55620,55620,0,55620,55620,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1502,415,HSL:4160219,Silvola
59220,59220,0,59220,59220,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1602,415,HSL:4160219,Silvola
62760,62760,0,62760,62760,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_1_1702,415,HSL:4160219,Silvola
45480,45511,31,45480,45511,31,True,UPDATED,1631912400,HSL:1073_20210917_La_2_1221,73,HSL:1381123,Malmin sairaala
45660,45567,-93,45660,45567,-93,True,UPDATED,1631912400,HSL:4560_20210917_La_2_1215,560,HSL:1381123,Malmin sairaala
45900,45889,-11,45900,45902,2,True,UPDATED,1631912400,HSL:1079_20210917_La_2_1228,79,HSL:1381123,Malmin sairaala
45900,45906,6,45900,45919,19,True,UPDATED,1631912400,HSL:1554_20210917_La_2_1230,554,HSL:1381123,Malmin sairaala
46200,46244,44,46200,46244,44,True,UPDATED,1631912400,HSL:1069_20210917_La_1_1203,69,HSL:1381123,Malmin sairaala
48360,48360,0,48360,48360,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1302,415,HSL:4160218,Volvo
51960,51960,0,51960,51960,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1401,415,HSL:4160218,Volvo
55560,55560,0,55560,55560,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1501,415,HSL:4160218,Volvo
59160,59160,0,59160,59160,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1601,415,HSL:4160218,Volvo
62760,62760,0,62760,62760,0,False,SCHEDULED,1631912400,HSL:4415_20210917_La_2_1702,415,HSL:4160218,Volvo
47580,47580,0,47580,47580,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1303,985,HSL:9217221,Semtu
51180,51180,0,51180,51180,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1402,985,HSL:9217221,Semtu
54720,54720,0,54720,54720,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1501,985,HSL:9217221,Semtu
58320,58320,0,58320,58320,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1601,985,HSL:9217221,Semtu
62040,62040,0,62040,62040,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1703,985,HSL:9217221,Semtu
47700,47700,0,47700,47700,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1303,985,HSL:9217223,Mårtensby skola
51300,51300,0,51300,51300,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1402,985,HSL:9217223,Mårtensby skola
54840,54840,0,54840,54840,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1501,985,HSL:9217223,Mårtensby skola
58440,58440,0,58440,58440,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1601,985,HSL:9217223,Mårtensby skola
62160,62160,0,62160,62160,0,False,SCHEDULED,1631912400,HSL:9985_20210917_La_2_1703,985,HSL:9217223,Mårtensby skola
45240,45351,111,45240,45355,115,True,UPDATED,1631912400,HSL:1079_20210917_La_1_1201,79,HSL:1381126,Malmin sairaala
45660,45722,62,45660,45735,75,True,UPDATED,1631912400,HSL:4561_20210917_La_1_1223,561,HSL:1381126,Malmin sairaala
45660,45790,130,45660,45803,143,True,UPDATED,1631912400,HSL:1073_20210917_La_1_1213,73,HSL:1381126,Malmin sairaala
45780,45847,67,45780,45860,80,True,UPDATED,1631912400,HSL:4560_20210917_La_1_1206,560,HSL:1381126,Malmin sairaala
45840,45923,83,45840,45933,93,True,UPDATED,1631912400,HSL:1079_20210917_La_1_1211,79,HSL:1381126,Malmin sairaala
47400,45477,-1923,47400,45477,-1923,True,UPDATED,1631912400,HSL:1030_20210917_La_1_1222,30,HSL:4160231,Kaarenmäenkuja
45540,45636,96,45540,45636,96,True,UPDATED,1631912400,HSL:1030_20210917_La_1_1152,30,HSL:4160231,Kaarenmäenkuja
46500,46694,194,46500,46754,254,True,UPDATED,1631912400,HSL:1030_20210917_La_1_1207,30,HSL:4160231,Kaarenmäenkuja
48300,48300,0,48300,48300,0,True,UPDATED,1631912400,HSL:1030_20210917_La_1_1237,30,HSL:4160231,Kaarenmäenkuja
49200,49200,0,49200,49200,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_1_1252,30,HSL:4160231,Kaarenmäenkuja
45900,45900,0,45900,45900,0,True,UPDATED,1631912400,HSL:1030_20210917_La_2_1236,30,HSL:4160230,Kaarenmäenkuja
46800,46800,0,46800,46800,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1251,30,HSL:4160230,Kaarenmäenkuja
47760,47760,0,47760,47760,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1307,30,HSL:4160230,Kaarenmäenkuja
48660,48660,0,48660,48660,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1322,30,HSL:4160230,Kaarenmäenkuja
49560,49560,0,49560,49560,0,False,SCHEDULED,1631912400,HSL:1030_20210917_La_2_1337,30,HSL:4160230,Kaarenmäenkuja
45720,45720,0,45720,45720,0,False,SCHEDULED,1631912400,HSL:4560_20210917_La_2_1235,560,HSL:4160232,Silvola
46320,46320,0,46320,46320,0,False,SCHEDULED,1631912400,HSL:4560_20210917_La_2_1245,560,HSL:4160232,Silvola
46920,46920,0,46920,46920,0,False,SCHEDULED,1631912400,HSL:4560_20210917_La_2_1255,560,HSL:4160232,Silvola
47520,47520,0,47520,47520,0,False,SCHEDULED,1631912400,HSL:4560_20210917_La_2_1305,560,HSL:4160232,Silvola
48120,48120,0,48120,48120,0,False,SCHEDULED,1631912400,HSL:4560_20210917_La_2_1315,560,HSL:4160232,Silvola
46560,46607,47,46560,46607,47,True,UPDATED,1631912400,HSL:2436_20210917_La_2_1229,436,HSL:4160227,Ojahaka
50160,50160,0,50160,50160,0,False,SCHEDULED,1631912400,HSL:2436_20210917_La_2_1329,436,HSL:4160227,Ojahaka
53760,53760,0,53760,53760,0,False,SCHEDULED,1631912400,HSL:2436_20210917_La_2_1429,436,HSL:4160227,Ojahaka
57360,57360,0,57360,57360,0,False,SCHEDULED,1631912400,HSL:2436_20210917_La_2_1529,436,HSL:4160227,Ojahaka
60960,60960,0,60960,60960,0,False,SCHEDULED,1631912400,HSL:2436_20210917_La_2_1629,436,HSL:4160227,Ojahaka
46020,46064,44,46020,46064,44,True,UPDATED,1631912400,HSL:1069_20210917_La_1_1203,69,HSL:1381113,Leppätie
47220,47340,120,47220,47347,127,True,UPDATED,1631912400,HSL:1069_20210917_La_1_1222,69,HSL:1381113,Leppätie
48420,48420,0,48420,48420,0,False,SCHEDULED,1631912400,HSL:1069_20210917_La_1_1242,69,HSL:1381113,Leppätie
